Nomor Peraturan,Judul,Detail URL,Document URL,Document Type
200/PMK.02/2020,Penetapan Tarif Nol Rupiah atas Layanan Permohonan Perubahan Hal yang Tercantum dalam Sertifikat Jaminan Fidusia yang Berlaku pada Kementerian Hukum dan Hak Asasi Manusia pada masa Pandemi Corona Virus Disease 2019 (COVID-19),https://jdih.kemenkeu.go.id//in/dokumen/peraturan/edcf85aa-ed22-47c5-f107-08d8ac6015bf,https://jdih.kemenkeu.go.id/download/e63e2f6c-c836-4f26-b472-a4ed43c692fe/200~PMK.02~2020Per.pdf,pdf
199/PMK.012/2020,Pengelolaan Indonesia National Single Window dan Penyelenggaraan Sistem Indonesia National Single Window,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/278db565-5b33-4cde-f106-08d8ac6015bf,https://jdih.kemenkeu.go.id/download/4287842c-a000-4eec-8103-2a7844399f14/199~PMK.012~2020Per.pdf,pdf
198/PMK.010/2020,Tarif Cukai Hasil Tembakau,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/b7e8ccda-1abb-4996-c1e1-08d8a225ebe6,https://jdih.kemenkeu.go.id/download/c52d2911-23cd-4d73-a017-ad9ffa5a0c3c/198~PMK.010~2020Per.pdf,pdf
197/PMK.07/2020,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 48/PMK.07/2019 tentang Pengelolaan Dana Alokasi Khusus Nonfisik,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/6f27c71f-8d25-4977-7e5d-08d8a338ef1f,https://jdih.kemenkeu.go.id/download/70413898-7c0b-4167-8629-0c11d478954b/197~PMK.07~2020Per.pdf,pdf
196/PMK.010/2020,Penambahan Investasi Pemerintah Republik Indonesia pada Lembaga Keuangan Internasional Tahun Anggaran 2020,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/509efec5-a5d9-4ee6-7e58-08d8a338ef1f,https://jdih.kemenkeu.go.id/download/e87d95fa-5b1a-44c3-a09a-5f9f9591680c/196~PMK.010~2020Per.pdf,pdf
195/PMK.08/2020,Lelang Surat Berharga Syariah Negara di Pasar Perdana Domestik,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/2f0eefb5-a9ee-4419-7e5c-08d8a338ef1f,https://jdih.kemenkeu.go.id/download/1fe02b29-f154-42ed-98a1-64ff835e8eb7/195~PMK.08~2020Per.pdf,pdf
194/PMK.05/2020,"Tata Cara Penyelesaian Piutang Negara yang Bersumber dari Penerusan Pinjaman Luar Negeri, Rekening Dana Investasi, dan Rekening Pembangunan Daerah pada Badan Usaha Milik Daerah Tertentu",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/dc8a28e3-29e2-44e7-7e5b-08d8a338ef1f,https://jdih.kemenkeu.go.id/download/8a663d88-3baa-4f95-9ce1-ba9fa11fb1c6/194~PMK.05~2020Per.pdf,pdf
193/PMK.05/2020,Pembiayaan Ultra Mikro,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/73d8342c-b151-415e-7e5a-08d8a338ef1f,https://jdih.kemenkeu.go.id/download/59e94433-89e0-4523-aac0-f7a620b147d8/193~PMK.05~2020Per.pdf,pdf
192/PMK.05/2020,Tarif Layanan Badan Layanan Umum Universitas Jambi pada Kementerian Pendidikan dan Kebudayaan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/c42181d9-baf1-4e5a-178d-08d8a0abecd8,https://jdih.kemenkeu.go.id/download/e62b8ed6-0bb9-4f5e-9c57-95bfa208dd57/192~PMK.05~2020Per.pdf,pdf
191/PMK.05/2020,Perubahan atas Peraturan Menteri Keuangan Nomor 57/PMK.05/2020 tentang Tarif Layanan Badan Layanan Umum Badan Pengelola Dana Perkebunan Kelapa Sawit pada Kementerian Keuangan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/45398b2c-8320-40ba-9844-08d8972b1b18,https://jdih.kemenkeu.go.id/download/6ce5d836-1e1a-4490-89c4-9e87b529afa9/191~PMK.05~2020Per.pdf,pdf
190/PMK.01/2020,Logo Kementerian Keuangan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/46b8fc7d-36ed-41a2-9842-08d8972b1b18,https://jdih.kemenkeu.go.id/download/74f08a5a-89d9-4a38-a2c2-465a11156e62/190~PMK.01~2020Per.pdf,pdf
189/PMK.03/2020,Tata Cara Pelaksanaan Penagihan Pajak atas Jumlah Pajak yang Masih Harus Dibayar,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/49fcc0cc-c488-4449-9841-08d8972b1b18,https://jdih.kemenkeu.go.id/download/5a31c9e4-932a-4dfb-bf23-d7ff001ecd45/189~PMK.03~2020Per.pdf,pdf
188/PMK.04/2020,Pemberian Fasilitas Kepabeanan dan/ atau Cukai serta Perpajakan atas Impor Pengadaan Vaksin dalam rangka Penanganan Pandemi Corona Virus Disease 2019 (COVID-19),https://jdih.kemenkeu.go.id//in/dokumen/peraturan/8c2b2fba-f083-44d0-b893-08d8928aeccb,https://jdih.kemenkeu.go.id/download/3604accd-ef72-4b41-94f0-7f681c2de8fb/188~PMK.04~2020Per.pdf,pdf
187/PMK.05/2020,"Tata Cara Penerbitan Surat Berharga Negara dalam rangka Penanganan Dampak Pandemi Corona Virus Disease 2019 (COVID-19) dan Pemulihan Ekonomi Nasional Tahun 2020, serta Penggunaan Sisa Dana Penerbitan Surat Berharga Negara Tahun 2020 dalam rangka Pembiayaan Pelaksanaan Lanjutan Kegiatan Penanganan Pandemi Corona Virus Disease 2019 (COVID-19) dan Pemulihan Ekonomi Nasional Tahun
2021",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/7cf3ca20-d140-4edc-b894-08d8928aeccb,https://jdih.kemenkeu.go.id/download/f61f1b64-937b-4db3-ab6d-1e7697b88d4b/187~PMK.05~2020Per.pdf,pdf
186/PMK.02/2020,Tata Cara Pengesahan Laporan Pengelolaan Program dan Laporan Keuangan Tahunan Badan Penyelenggara Jaminan Sosial,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/e67b9829-c08f-42fe-9843-08d8972b1b18,https://jdih.kemenkeu.go.id/download/ea406461-4d1e-4b6d-a63e-cc07e8ae445d/186~PMK.02~2020Per.pdf,pdf
185/PMK.02/2020,Pengelolaan Anggaran dalam rangka Penanganan Pandemi Corona Virus Disease 2019 (COVID-19) dan/atau Program Pemulihan Ekonomi Nasional,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/53f9eb88-ab74-416f-645c-08d89663476f,https://jdih.kemenkeu.go.id/download/ecb8b3ee-578e-4a58-acb7-5c8d7100a3d1/185~PMK.02~2020Per.pdf,pdf
184/PMK.01/2020,Perubahan atas Peraturan Menteri Keuangan Nomor 210/PMK.01/2017 tentang Organisasi dan Tata Kerja Instansi Vertikal Direktorat Jenderal Pajak,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/06998df3-a518-4605-645b-08d89663476f,https://jdih.kemenkeu.go.id/download/e9058e47-6f79-4825-b78b-8f54b5704a9b/184~PMK.01~2020Per.pdf,pdf
183/PMK.01/2020,Perubahan atas Peraturan Menteri Keuangan Nomor 188/PMK.01/2016 tentang Organisasi dan Tata Kerja Instansi Vertikal Direktorat Jenderal Bea dan Cukai,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/c76f4f6d-5bc6-4664-645a-08d89663476f,https://jdih.kemenkeu.go.id/download/beefeb2c-6f2d-4fee-8ba2-95560b7226f8/183~PMK.01~2020Per.pdf,pdf
182/PMK.01/2020,Pedoman Penunjukan Pelaksana Tugas dan/atau Pelaksana Harian di Lingkungan Kementerian Keuangan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/32efe3ba-bb1c-49a0-0175-08d891edbbaa,https://jdih.kemenkeu.go.id/download/2775e03c-88b0-4a64-89d0-d255e1afc3e6/182~PMK.01~2020Per.pdf,pdf
181/PMK.05/2020,Tarif Layanan Badan Layanan Umum Rumah Sakit Tingkat III Ciremai pada Kementerian Pertahanan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/b4479f85-4afb-48e2-4038-08d890da4d62,https://jdih.kemenkeu.go.id/download/256a9b22-8941-4186-9062-1cc8c40fdf44/181~PMK.05~2020Per.pdf,pdf
180/PMK.08/2020,Fasilitas untuk Penyiapan dan Pelaksanaan Transaksi Proyek Kerja Sama Pemerintah dengan Badan Usaha dalam Penyediaan Infrastruktur,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/6ee96833-e2c1-417e-4039-08d890da4d62,https://jdih.kemenkeu.go.id/download/ebd096db-d79f-4d07-a5b1-ebbdb65e7cb3/180~PMK.08~2020Per.pdf,pdf
179/PMK.07/2020,Perubahan atas Peraturan Menteri Keuangan Nomor 105/PMK.07/2020 tentang Pengelolaan Pinjaman Pemulihan Ekonomi Nasional untuk Pemerintah Daerah,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/a462ce0e-46bd-48a2-c8e2-08d88ab9cf28,https://jdih.kemenkeu.go.id/download/9369a2aa-7063-4c16-858c-285cd4afd6c0/179~PMK.07~2020Per.pdf,pdf
178/PMK.05/2020,Tarif Layanan Badan Layanan Umum Rumah Sakit Tingkat II dr. Soepraoen pada Kementerian Pertahanan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/88f931fa-7957-4064-4037-08d890da4d62,https://jdih.kemenkeu.go.id/download/5942b09b-8b13-4a6e-9876-91eb37b90a6b/178~PMK.05~2020Per.pdf,pdf
177/PMK.02/2020,Dana Operasional Badan Penyelenggara Jaminan Sosial Ketenagakerjaan Tahun 2020,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/a0bf1174-ebe1-4190-bc74-08d88ab97f47,https://jdih.kemenkeu.go.id/download/5c43f19f-c91d-47e1-ab0e-33df52ce85f2/177~PMK.02~2020Per.pdf,pdf
176/PMK.04/2020,Peraturan Menteri Keuangan tentang Perubahan atas Peraturan Menteri Keuangan Nomor 67/PMK.04/2018 tentang Perdagangan Barang Kena Cukai yang Pelunasan Cukainya dengan Cara Pelekatan Pita Cukai atau Pembubuhan Tanda Pelunasan Cukai Lainnya,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/cb3ebb20-e7b9-45ce-38ae-08d88ab8ca91,https://jdih.kemenkeu.go.id/download/8865b6a1-00ae-4d32-bd2c-8c5500d65c40/176~PMK.04~2020Per.pdf,pdf
175/PMK.05/2020,Tarif Layanan Badan Layanan Umum Rumah Sakit Pusat Angkatan Udara dr. Suhardi Hardjolukito pada Kementerian Pertahanan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/a7b5c07f-2f27-4291-ba50-08d88aed4f0e,https://jdih.kemenkeu.go.id/download/d6df61b1-6031-40df-a727-84296d9babab/175~PMK.05~2020Per.pdf,pdf
174/PMK.02/2020,"Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak yang Berlaku pada Politeknik Energi dan Pertambangan Bandung, dan Balai Pendidikan dan Pelatihan Tambang Bawah Tanah, Kementerian Energi dan Sumber Daya Mineral",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/a109db80-98a6-45c9-4036-08d890da4d62,https://jdih.kemenkeu.go.id/download/c402ee9a-9ae3-4ce6-9890-0b14c7941e22/174~PMK.02~2020Per.pdf,pdf
173/PMK.06/2020,Penilaian oleh Penilai Pemerintah di Lingkungan Direktorat Jenderal Kekayaan Negara,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/a5e221c3-483b-413c-4eae-08d8814a7ac4,https://jdih.kemenkeu.go.id/download/c6333fd7-ca14-4857-b78e-a76079fe013a/173~PMK.06~2020Per.pdf,pdf
172/PMK.06/2020,Standar Barang dan Standar Kebutuhan Barang Milik Negara,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/71e9c8ca-b0fd-4b24-1047-08d87ed87f1e,https://jdih.kemenkeu.go.id/download/b1043794-0ad5-419b-8784-f4871654a08e/172~PMK.06~2020Per.pdf,pdf
171/PMK.04/2020,Tata Cara Pengenaan Tarif Bea Masuk atas Barang Impor Berdasarkan Persetujuan Perdagangan Barang dalam Persetujuan Kerangka Kerja mengenai Kerja Sama Ekonomi dan Persetujuan Tertentu antara Perhimpunan Bangsa-Bangsa Asia Tenggara dan Republik Rakyat Tiongkok,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/e3fc47ed-6a3b-4ebb-7b84-08d87f139e3a,https://jdih.kemenkeu.go.id/download/ce854826-7c4a-4bab-984a-2cd737724e93/171~PMK.04~2020Per.pdf,pdf
170/PMK.04/2020,"Tata Cara Pengenaan Tarif Bea Masuk atas Barang Impor Berdasarkan Persetujuan mengenai Perdagangan Barang dalam Persetujuan Kerangka Kerja mengenai Kerjasama Ekonomi Menyeluruh antara
Perhimpunan Bangsa-Bangsa Asia Tenggara dan Republik India",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/946f1f03-2458-4cba-7b83-08d87f139e3a,https://jdih.kemenkeu.go.id/download/bdfad89c-e5cf-4237-9506-ea3800706fbe/170~PMK.04~2020Per.pdf,pdf
169/PMK.04/2020,Tata Cara Pengenaan Tarif Bea Masuk atas Barang Impor Berdasarkan Persetujuan Perdagangan Barang dalam Persetujuan Kerangka Kerja mengenai Kerjasama Ekonomi Menyeluruh antar Pemerintah Negara-Negara Anggota Perhimpunan Bangsa-Bangsa Asia Tenggara dan Republik Korea,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/2eb4eaaa-bc65-4da6-7b82-08d87f139e3a,https://jdih.kemenkeu.go.id/download/e271bb1b-e9a9-4313-a5fe-30b8d27f8cb1/169~PMK.04~2020Per.pdf,pdf
168/PMK.04/2020,Tata Cara Pengenaan Tarif Bea Masuk atas Barang Impor Berdasarkan Persetujuan Pembentukan Kawasan Perdagangan Bebas ASEAN- Australia-Selandia Baru,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/17c2fb6e-a03e-4770-7b81-08d87f139e3a,https://jdih.kemenkeu.go.id/download/aa9d3f3d-968d-4b0c-86bd-79089761e4d6/168~PMK.04~2020Per.pdf,pdf
167/PMK.07/2020,Perubahan atas Peraturan Menteri Keuangan Nomor 141/PMK.07/2019 tentang Pengelolaan Dana Insentif Daerah,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/90551d37-71d0-45b8-2bc8-08d87ac299f5,https://jdih.kemenkeu.go.id/download/c299214d-8e55-413d-85e0-9a591d918bfc/167~PMK.07~2020Per.pdf,pdf
166/PMK.010/2020,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 13/PMK.010/2017 tentang Penetapan Barang Ekspor  yang Dikenakan Bea Keluar dan Tarif Bea Keluar,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/5c5d0182-9a94-44d4-cbc5-08d877a2a4ed,https://jdih.kemenkeu.go.id/download/0ed1ce76-d13c-4144-a88c-ca6ffc7895b1/166~PMK.010~2020Per.pdf,pdf
165/PMK.02/2020,Jenis dan Tarif atas Jenis Penerimaan Negara Bukan Pajak Jasa Transportasi Laut yang Berlaku pada Kementerian Perhubungan di Wilayah Tertentu di Perairan yang Ditetapkan sebagai Pelabuhan di Provinsi Kepulauan Riau,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/f270bd7c-6caa-4713-7b80-08d87f139e3a,https://jdih.kemenkeu.go.id/download/08753ed4-bd89-438b-8100-78f2e99d5b25/165~PMK.02~2020Per.pdf,pdf
164/PMK.05/2020,Tarif Layanan Badan Layanan Umum Badan Pelaksana Otorita Danau Toba pada Kementerian Pariwisata dan Ekonomi Kreatif,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/bb11de38-3b64-4ea8-7b7f-08d87f139e3a,https://jdih.kemenkeu.go.id/download/81c817ae-afe8-4f9b-a16d-030fbfb166d9/164~PMK.05~2020Per.pdf,pdf
163/PMK.06/2020,"Pengelolaan Piutang Negara pada Kementerian 
Negara/Lembaga, Bendahara Umum Negara dan 
Pengurusan Sederhana oleh Panitia Urusan Piutang Negara",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/22c3c705-84ad-4e5e-2bc7-08d87ac299f5,https://jdih.kemenkeu.go.id/download/68471f79-038d-4399-a612-8ed4a048271f/163~PMK.06~2020Per.pdf,pdf
162/PMK.05/2020,Tarif Layanan Badan Layanan Umum Rumah Sakit Bhayangkara Tingkat II Makassar pada Kepolisian Negara Republik Indonesia,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/ae753866-2471-4eaa-2253-08d876f775bb,https://jdih.kemenkeu.go.id/download/c4a73dd4-3a37-43cd-96aa-13ef25cec24d/162~PMK.05~2020Per.pdf,pdf
161/PMK.01/2020,Pengangkatan dan Pemberhentian Direktur dan Wakil Direktur Politeknik Keuangan Negara STAN,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/80d35349-2c64-4135-d30d-08d8722461f2,https://jdih.kemenkeu.go.id/download/131c7104-3782-499c-9c50-5594cbe02799/161~PMK.01~2020Per.pdf,pdf
160/PMK.01/2020,Organisasi dan Tata Kerja Politeknik Keuangan Negara STAN,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/eeb2414f-72ed-477e-fb28-08d873d12ebc,https://jdih.kemenkeu.go.id/download/a1b3f227-2afe-4a7f-9b76-72c9beef50f0/160~PMK.01~2020Per.pdf,pdf
159/PMK.05/2020,Tarif Layanan Badan Layanan Umum Rumah Sakit Bhayangkara Tingkat III Ambon pada Kepolisian Negara Republik Indonesia,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/9e39c80b-b0ef-4b59-3d54-08d875991d20,https://jdih.kemenkeu.go.id/download/8b918f76-7db9-44a6-9363-dca9540f3e32/159~PMK.05~2020Per.pdf,pdf
158/PMK.05/2020,Tarif Layanan Badan Layanan Umum Rumah Sakit Bhayangkara Tingkat II Sartika Asih Bandung pada Kepolisian Negara Republik Indonesia,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/f929f841-dd83-4b03-3d53-08d875991d20,https://jdih.kemenkeu.go.id/download/6a289f09-78bf-44c8-9cf1-8308b4a8c641/158~PMK.05~2020Per.pdf,pdf
157/PMK.05/2020,Pernyataan Standar Akuntansi Pemerintahan Berbasis Akrual Nomor 15 tentang Peristiwa Setelah Tanggal Pelaporan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/2d6ac662-fa08-4791-3d52-08d875991d20,https://jdih.kemenkeu.go.id/download/21ea9a2d-2a93-47ee-84bd-1bc929777575/157~PMK.05~2020Per.pdf,pdf
156/PMK.07/2020,Perubahan Ketiga atas Peraturan Menteri Keuangan Nomor 205/PMK.07/2019 tentang Pengelolaan Dana Desa,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/719ae95b-f9a6-4afc-3d4c-08d875991d20,https://jdih.kemenkeu.go.id/download/d6462ea5-9def-43e7-8dc9-fd30fc9e6d36/156~PMK.07~2020Per.pdf,pdf
155/PMK.05/2020,Tarif Layanan Badan Layanan Umum Institut Agama Islam Negeri Bukittinggi pada Kementerian Agama,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/cccf0bf9-0297-4304-8c5d-08d8701ee7fb,https://jdih.kemenkeu.go.id/download/12cc5f79-3e10-43b5-b75b-e7ef99e119fd/155~PMK.05~2020Per.pdf,pdf
154/PMK.06/2020,Pengelolaan Aset Eks Badan Penyehatan Perbankan Nasional oleh Menteri Keuangan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/6ad859d1-c3e5-4600-8c5b-08d8701ee7fb,https://jdih.kemenkeu.go.id/download/7023911c-bd58-44f9-8eda-b7d96cb77d0f/154~PMK.06~2020Per.pdf,pdf
153/PMK.010/2020,Pemberian Pengurangan Penghasilan Bruto Atas Kegiatan Penelitian Dan Pengembangan Tertentu Di Indonesia,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/88f20cfc-8428-4d53-8c5a-08d8701ee7fb,https://jdih.kemenkeu.go.id/download/9e402d5a-5cec-436f-aaf9-b5587acbae3d/153~PMK.010~2020Per.pdf,pdf
152/PMK.02/2020,"Tarif atas Jenis Penerimaan Negara Bukan Pajak Berupa Tarif Layanan Kesehatan yang Berlaku pada Rumah Sakit Dr. Johannes Leimena Ambon, Kementerian Kesehatan",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/ce3fe78f-0f48-4a2a-8c5c-08d8701ee7fb,https://jdih.kemenkeu.go.id/download/31ca2dd0-2468-42b7-9d0a-71cf05712c90/152~PMK.02~2020Per.pdf,pdf
151/PMK.07/2020,Pengelolaan Dana Insentif Daerah Tambahan Periode Ketiga Tahun Anggaran 2020,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/58cdd0a3-7537-4ce3-8c59-08d8701ee7fb,https://jdih.kemenkeu.go.id/download/76cd6f58-65a1-4187-9a62-fbc697f8afe8/151~PMK.07~2020Per.pdf,pdf
150/PMK.01/2020,Pembentukan Jabatan Analis pada Manajemen Eksekutif Komite Nasional Ekonomi dan Keuangan Syariah,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/6250f45a-6f77-43a1-8c5e-08d8701ee7fb,https://jdih.kemenkeu.go.id/download/23a741e0-5535-4ce2-b3bc-8b80c793ef9a/150~PMK.01~2020Per.pdf,pdf
149/PMK.04/2020,"Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 34/PMK.04/2020 tentang Pemberian Fasilitas Kepabeanan dan/ atau Cukai serta Perpajakan atas Impor Barang untuk Keperluan
Penanganan Pandemi Corona Virus Diseqse 2019(COVID-19)",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/4e09b2e1-a4ed-46e3-2876-08d86c3d5a5b,https://jdih.kemenkeu.go.id/download/80c8748f-2665-40c6-83fc-b4ff2809e52c/149~PMK.04~2020Per.pdf,pdf
148/PMK.04/2020,Perubahan atas Peraturan Menteri Keuangan Nomor 40/PMK.04/2016 tentang Pembayaran dan/atau Penyetoran Penerimaan Negara dalam rangka Kepabeanan dan Cukai secara Elektronik,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/a7111475-9c22-4441-3a11-08d86f1564dc,https://jdih.kemenkeu.go.id/download/296ba569-d4a7-4575-8185-20167107ba2e/148~PMK.04~2020Per.pdf,pdf
147/PMK.01/2020,Pelaksanaan Konfirmasi Status Wajib Pajak Dalam Rangka Pemberian Pelayanan Publik Tertentu di Lingkungan Kementerian Keuangan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/1eb93ca8-b73d-4f4e-2254-08d876f775bb,https://jdih.kemenkeu.go.id/download/2e8fdc0b-4c7e-49e1-8a3d-68266a7c4743/147~PMK.01~2020Per.pdf,pdf
146/PMK.01/2020,Manajemen Sumber Daya Manusia pada Unit Organisasi Non Eselon Kementerian Keuangan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/2eaac84f-d28c-4511-3a10-08d86f1564dc,https://jdih.kemenkeu.go.id/download/0fb27fdb-d718-4ddf-bc25-20ba60eefbee/146~PMK.01~2020Per.pdf,pdf
145/PMK.07/2020,"Perubahan atas Peraturan Menteri Keuangan Nomor 35/PMK.07 /2020 tentang Pengelolaan Transfer ke Daerah dan Dana Desa Tahun Anggaran 2020 dalam rangka Penanganan Pandemi Corona Virus Disease 2019 ( COVID-19) 
dan/atau Menghadapi Ancaman yang Membahayakan Perekonomian Nasional",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/73ef1ec6-7f5b-42cf-5f6e-08d866080ec9,https://jdih.kemenkeu.go.id/download/1ffeb64a-b10c-4a4d-9c9b-0c07aa414a43/145~PMK.07~2020Per.pdf,pdf
144/PMK.06/2020,Pengelolaan Barang Milik Negara oleh Badan Layanan Umum Lembaga Manajemen Aset Negara,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/09dc5bb2-3475-48fd-a207-08d868cfdb30,https://jdih.kemenkeu.go.id/download/ba03efdb-fd3f-4be7-9746-46bfd392105e/144~PMK.06~2020Per.pdf,pdf
143/PMK.03/2020,Pemberian Fasilitas Pajak terhadap Barang dan Jasa yang Diperlukan dalam rangka Penanganan Pandemi Corona Virus Disease 2019 dan Perpanjangan Pemberlakuan Fasilitas Pajak Penghasilan Berdasarkan Peraturan Pemerintah Nomor 29 Tahun 2020 tentang Fasilitas Pajak Penghasilan Dalam Rangka Penanganan Corona Virus Disease 2019 (COVID-19),https://jdih.kemenkeu.go.id//in/dokumen/peraturan/39caf29d-155f-4d1d-d8c8-08d866728df4,https://jdih.kemenkeu.go.id/download/d116e4ae-2e32-4845-afb3-f08ddd684975/143~PMK.03~2020Per.pdf,pdf
142/PMK.05/2020,Tarif Layanan Badan Layanan Umum Universitas Syiah Kuala pada Kementerian Pendidikan dan Kebudayaan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/b1887364-c3f3-4cff-c2f6-08d86992a4b7,https://jdih.kemenkeu.go.id/download/c82ef075-d125-44a9-8593-5523332883a5/142~PMK.05~2020Per.pdf,pdf
141/PMK.04/2020,Pengawasan terhadap Impor atau Ekspor Barang Larangan dan/ atau Pembatasan,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/1c1217c7-719d-4343-2875-08d86c3d5a5b,https://jdih.kemenkeu.go.id/download/aac0dc67-eab7-4649-8fda-630797bc21ab/141~PMK.04~2020Per.pdf,pdf
140/PMK.06/2020,Pengelolaan Barang Milik Negara Hulu Minyak dan Gas Bumi,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/16a6dc40-e335-48e6-c85e-08d864e90a8f,https://jdih.kemenkeu.go.id/download/58254cd3-06a8-4138-9267-4494b8f17147/140~PMK.06~2020Per.pdf,pdf
139/PMK.06/2020,Tata Cara Pendanaan Pengadaan Tanah bagi Proyek Strategis Nasional oleh Lembaga Manajemen Aset Negara,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/301cf746-f6b1-4568-c85f-08d864e90a8f,https://jdih.kemenkeu.go.id/download/148a9a7a-0c76-452a-9dc0-24498a03718f/139~PMK.06~2020Per.pdf,pdf
138/PMK.05/2020, Tata Cara Pemberian Subsidi Bunga/Subsidi Margin dalam rangka Mendukung Pelaksanaan Program Pemulihan Ekonomi Nasional,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/da12b38f-0086-46e4-c860-08d864e90a8f,https://jdih.kemenkeu.go.id/download/f946a8cc-e027-4f0f-ae8b-23c9061c396b/138~PMK.05~2020Per.pdf,pdf
137/PMK.02/2020,Penetapan Tarif Nol Rupiah atas Jasa Penerbitan Surat Keterangan Asal yang Berlaku pada Kementerian Perdagangan karena Pandemi Corona  Virus Disease 2019 (COVID-19),https://jdih.kemenkeu.go.id//in/dokumen/peraturan/ced18ce9-dc09-4abd-c861-08d864e90a8f,https://jdih.kemenkeu.go.id/download/3ca57cfd-a2eb-4254-967a-73870cf71ee4/137~PMK.02~2020Per.pdf,pdf
136/PMK.02/2020,"Tata Cara Penyediaan, Pembayaran, dan Pertanggungjawaban Bantuan Pembayaran Tagihan Listrik Perusahaan Perseroan (Persero) PT Perusahaan Listrik Negara bagi Pelanggan Golongan Industri, Bisnis, dan Sosial dalam rangka Pelaksanaan Program Pemulihan Ekonomi Nasional",https://jdih.kemenkeu.go.id//in/dokumen/peraturan/160e186e-f690-4fe2-7abb-08d861181324,https://jdih.kemenkeu.go.id/download/d67ea72b-0da6-403b-92a8-3b027340ae6a/136~PMK.02~2020Per.pdf,pdf
135/PMK.010/2020,Pajak Penghasilan Ditanggung Pemerintah atas Penghasilan dari Penghapusan secara Mutlak Piutang Negara Nonpokok yang Diterima Perusahaan Daerah Air Minum Tertentu,https://jdih.kemenkeu.go.id//in/dokumen/peraturan/ba480fea-8634-4746-eff3-08d86bf69e99,https://jdih.kemenkeu.go.id/download/9570fcc8-009e-4caf-ba31-9702d03c3bd0/135~PMK.010~2020Per.pdf,pdf
