id,nomor_peraturan,judul,tahun,no,definisi,singkatan,heading
48-pmk.04-2012,48/PMK.04/2012,Pemberitahuan Pabean dalam Rangka Pemasukan dan Pengeluaran Barang Ke dan Dari Kawasan yang Telah Ditetapkan Sebagai Kawasan Perdagangan Bebas dan Pelabuhan Bebas.,2012,48,"['Undang-Undang Kepabeanan', 'Daerah Pabean', 'Kawasan yang ditetapkan sebagai kawasan perdagangan bebas dan pelabuhan bebas', 'Kawasan Pabean', 'Orang', 'Pemberitahuan Pabean', 'Kewajiban Pabean', 'Tempat Penimbunan Sementara', 'Pemberitahuan Pabean Free Trade Zone', 'PPFTZ dengan kode 01', 'PPFTZ dengan kode 02', 'PPFTZ dengan kode 03', '2-FTZ', '2-FTZ', 'Dokumen Pelengkap Pabean', 'Direktur Jenderal', 'Pejabat Bea dan Cukai', 'Kantor Pabean di Kawasan Bebas']","['Kawasan Bebas,', 'PPFTZ-01', 'PPFTZ-02', 'PPFTZ-03', 'Pejabat', 'Kantor Pabean']","['BENTUK, ISI, DAN KEABSAHAN PEMBERITAHUAN PABEAN', 'PENELITIAN, PERUBAHAN, PENAMBAHAN, DAN PEMBATALAN PEMBERITAHUAN PABEAN', 'PENDISTRIBUSIAN DAN PENATAUSAHAAN PEMBERITAHUAN PABEAN', 'DOKUMEN PELENGKAP PABEAN', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP']"
pp-85-tahun-2013,PP 85 TAHUN 2013,Tata Cara Hubungan Antar Lembaga Badan Penyelenggara Jaminan Sosial.,2013,85,"['Badan Penyelenggara Jaminan Sosial', 'Jaminan Sosial', 'Pemerintah Pusat,', 'Pemerintah Daerah']",['Pemerintah'],"['KETENTUAN UMUM', 'TATA CARA KERJA SAMA BPJS DENGAN LEMBAGA PEMERINTAH', 'TATA CARA HUBUNGAN KERJA SAMA BPJS DENGAN ORGANISASI ATAU LEMBAGA LAIN DALAM NEGERI DAN LUAR NEGERI', 'KEANGGOTAAN BPJS DALAM ORGANISASI ATAU LEMBAGA INTERNASIONAL', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Umum', 'Kerja Sama BPJS dengan Organisasi atau Lembaga Lain Dalam Negeri', 'Kerja Sama BPJS dengan Organisasi atau Lembaga Lain Luar Negeri']"
93-pmk.01-2018,93/PMK.01/2018,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 214/PMK.01/2011 tentang Penegakan Disiplin dalam Kaitannya dengan Tunjangan Khusus Pembinaan Keuangan Negara di Lingkungan Kementerian Keuangan,2018,93,"['Pegawai Negeri Sipil', 'Jam Kerja', 'Tunjangan', 'Atasan Langsung', 'Alasan yang Sah']","['dengan Pegawai,']",[]
pp-59-tahun-2012,PP 59 TAHUN 2012,Pendirian Perusahaan Penerbit Surat Berharga Syariah Negara Indonesia V.,2012,59,"['Perusahaan Penerbit Surat Berharga Syariah Negara', 'Surat Berharga Syariah Negara selanjutnya disingkat SBSN, atau dapat disebut Sukuk Negara,', 'Aset SBSN', 'Wali Amanat', 'Menteri']",['dengan Perusahaan Penerbit SBSN'],"['KETENTUAN UMUM', 'PENDIRIAN', 'ANGGARAN DASAR', 'PERTANGGUNGJAWABAN', 'KETENTUAN PENUTUP']"
84-pmk.05-2013,84/PMK.05/2013,Tarif Layanan Badan Layanan Umum Balai Besar Industri Agro pada Kementerian Perindustrian.,2013,84,['Tarif Layanan Badan Layanan Umum Balai Besar Industri Agro pada Kementerian Perindustrian'],[],[]
174-pmk.03-2015,174/PMK.03/2015,Tata Cara Penghitungan dan Pemungutan Pajak Pertambahan Nilai atas Penyerahan Hasil Tembakau.,2015,174,"['Hasil Tembakau', 'Pengusaha Pabrik Hasil Tembakau', 'Importir Barang Kena Cukai berupa Hasil Tembakau', 'Pengusaha Penyalur Hasil Tembakau', 'Dasar Pengenaan Pajak', 'Nilai Lain', 'Harga Jual Eceran', 'Tarif Efektif']","['Importir', 'Pengusaha Penyalur']",[]
10-pmk.03-2013,10/PMK.03/2013,Tata Cara Pengembalian atas Kelebihan Pembayaran Pajak yang Seharusnya Tidak Terutang.,2013,10,"['Undang-Undang Ketentuan Umum dan Tata Cara Perpajakan', 'Surat Pemberitahuan', 'SPT Masa', 'SPT Tahunan', 'Surat Ketetapan Pajak Lebih Bayar', 'Verifikasi', 'Wajib Pajak Luar Negeri', 'Persetujuan Penghindaran Pajak Berganda', 'Surat Pemberitahuan Kekurangan Pembayaran Bea Masuk, Cukai, Denda Administrasi, Bunga, dan Pajak dalam rangka impor,', 'Surat Penetapan Tarif dan/atau Nilai Pabean,', 'Surat Penetapan Pabean,', 'Surat Penetapan Kembali Tarif dan/atau Nilai Pabean,']",['Undang-Undang KUP'],"['KETENTUAN UMUM', 'RUANG LINGKUP', 'PERMOHONAN', 'PROSES PENYELESAIAN PERMOHONAN']"
254-pmk.03-2014,254/PMK.03/2014,Tata Cara Pendaftaran dan Pendataan Objek Pajak dan Subjek Pajak atau Wajib Pajak Pajak Bumi dan Bangunan.,2014,254,"['Pajak Bumi dan Bangunan', 'Subjek Pajak PBB', 'Wajib Pajak PBB', 'Objek Pajak PBB', 'Pendaftaran', 'Pemutakhiran', 'Pemetaan', 'Surat Pemberitahuan Objek Pajak', 'Lampiran SPOP', 'Kantor Pelayanan Pajak', 'Nilai Jual Objek Pajak', 'Nomor Objek Pajak']","['Subjek Pajak', 'Wajib Pajak', 'Objek Pajak']",[]
104-pmk.05-2017,104/PMK.05/2017,Pedoman Rekonsiliasi dalam Penyusunan Laporan Keuangan Lingkup Bendahara Umum Negara dan Kementerian Negara/Lembaga.,2017,104,"['Rekonsiliasi', 'Bendahara Umum Negara', 'Kuasa Bendahara Umum Negara', 'Laporan Keuangan', 'Berita Acara Rekonsiliasi', 'Surat Pemberitahuan Pengenaan Sanksi', 'Surat Pemberitahuan Pencabutan Pengenaan Sanksi', 'Satuan Kerja', 'Kantor Pelayanan Perbendaharaan Negara', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Pengguna Anggaran', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Pengguna Anggaran Bendahara Umum Negara', 'Unit Akuntansi dan Pelaporan Keuangan Kuasa Bendahara Umum Negara Tingkat Daerah']","['Kuasa BUN', 'Satker', 'KPPN', 'UAKPA', 'UAKBUN-Daerah']","['KETENTUAN UMUM', 'RUANG LINGKUP', 'PELAKSANAAN REKONSILIASI', 'SANKSI', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']"
54-pmk.01-2017,54/PMK.01/2017,Organisasi dan Tata Kerja Lembaga Manajemen Aset Negara.,2017,54,['Lembaga Manajemen Aset Negara'],[],"['KEDUDUKAN, TUGAS, DAN FUNGSI', 'SUSUNAN ORGANISASI', 'DIREKTUR KEUANGAN DAN DUKUNGAN ORGANISASI', 'DIREKTUR OPERASIONAL DAN MANAJEMEN RISIKO', 'DIREKTUR PENGADAAN DAN PENDANAAN LAHAN', 'DIREKTUR PENGEMBANGAN DAN PENDAYAGUNAAN', 'KELOMPOK JABATAN FUNGSIONAL', 'TATA KERJA', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP']"
233-pmk.05-2016,233/PMK.05/2016,Pedoman Akuntansi dan Pelaporan Aset Berupa Barang Milik Negara yang Berasal Dari Perjanjian Kerjasama/Karya Pengusahaan Pertambangan Batubara.,2016,233,"['Kontraktor Perjanjian Kerjasama/Karya Pengusahaan Pertambangan Batubara,', 'Perjanjian Kerjasama/Karya Pengusahaan Pertambangan Batubara,', 'Barang Milik Negara,', 'Barang yang menjadi milik/kekayaan negara yang berasal dari Perjanjian Kerjasama/Karya Pengusahaan Pertambangan Batubara,', 'Unit Akuntansi Kuasa Pengelola Barang Bendahara Umum Negara,', 'Unit Akuntansi Kuasa Pengguna Anggaran Bendahara Umum Negara,', 'Penilaian', 'Dokumen Sumber', 'Laporan Realisasi Anggaran', 'Laporan Operasional', 'Laporan Perubahan Ekuitas', 'Catatan atas Laporan Keuangan,', 'Verifikasi']","['Kontraktor,', 'Perjanjian,', 'Barang Milik Negara PKP2B,', 'CaLK,']","['KETENTUAN UMUM', 'SISTEM AKUNTANSI DAN PELAPORAN', 'PEDOMAN AKUNTANSI', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP', 'Pengertian', 'Ruang Lingkup', 'Sistem Akuntansi', 'Unit Akuntansi Pelaporan Keuangan', 'Unit Akuntansi Pelaporan Barang', 'Pengakuan', 'Pengklasifikasian', 'Pengukuran', 'Penilaian', 'Nilai Kapitalisasi Aset', 'Dokumen Sumber', 'Akuntansi Dan Pelaporan Keuangan']"
84-pmk.05-2017,84/PMK.05/2017,Penggunaan Dana Peremajaan Perkebunan Kelapa Sawit Badan Layanan Umum Badan Pengelola Dana Perkebunan Kelapa Sawit.,2017,84,['Dana Peremajaan Perkebunan Kelapa Sawit'],['Dana PPKS'],[]
132-pmk.011-2014,132/PMK.011/2014,Bea Masuk Ditanggung Pemerintah atas Impor Barang dan Bahan Guna Pembuatan Peralatan Rumah Sakit untuk Tahun Anggaran 2014.,2014,132,"['Perusahaan', 'Barang dan Bahan Untuk Industri Pembuatan Peralatan Rumah Sakit']",['Barang dan Bahan'],[]
80-pmk.03-2010,80/PMK.03/2010,"Perubahan atas Peraturan Menteri Keuangan Nomor 184/PMK.03/2007 tentang Penentuan Tanggal Jatuh Tempo Pembayaran dan Penyetoran Pajak, Penentuan Tempat Pembayaran Pajak, dan Tata Cara Pembayaran, Penyetoran dan Pelaporan Pajak, Serta Tata Cara Pengangsuran dan Penundaan Pembayaran Pajak.",2010,80,"['Undang-Undang Ketentuan Umum dan Tata Cara Perpajakan', 'Undang-Undang Pajak Penghasilan', 'Undang-Undang Pajak Pertambahan Nilai', 'Pajak Penghasilan', 'Pajak Pertambahan Nilai', 'Pajak Penjualan atas Barang Mewah']","['Undang-Undang KUP', 'Undang- Undang PPh', 'Undang-Undang PPN']",[]
perpres-1-tahun-2015,PERPRES 1 TAHUN 2015,Penanganan Dampak Sosial Kemasyarakatan Pembangunan Waduk Jatigede.,2015,1,[],[],[]
48-pmk.011-2010,48/PMK.011/2010,Bea Masuk Ditanggung Pemerintah atas Impor Barang dan Bahan  Guna Pembuatan Kawat Ban (Steel Cord) untuk Tahun Anggaran 2010.,2010,48,"['Perusahaan', 'Barang dan bahan guna pembuatan kawat ban ( steel cord )']",['barang dan bahan'],[]
pp-21-tahun-2008,PP 21 TAHUN 2008,Penyelenggaraan Penanggulangan Bencana.,2008,21,"['Bencana', 'Penyelenggaraan penanggulangan bencana', 'Pencegahan bencana', 'Kesiapsiagaan', 'Peringatan dini', 'Mitigasi', 'Risiko bencana', 'Tanggap darurat bencana', 'Korban bencana', 'Rehabilitasi', 'Rekonstruksi', 'Wilayah bencana', 'Masyarakat', 'Pengungsi', 'Kelompok rentan', 'Pemerintah Pusat,', 'Pemerintah daerah', 'Badan Nasional Penanggulangan Bencana,', 'Badan Penanggulangan Bencana Daerah,']","['Pemerintah,']","['KETENTUAN UMUM', 'PRABENCANA', 'TANGGAP DARURAT', 'PASCABENCANA', 'PEMANTAUAN DAN EVALUASI', 'KETENTUAN LAIN-LAIN', 'KETENTUAN PENUTUP', 'Umum', 'Situasi Tidak Terjadi Bencana', 'Situasi Terdapat Potensi Terjadi Bencana', 'Pengkajian Secara Cepat dan Tepat', 'Penentuan Status Keadaan Darurat Bencana', 'Penyelamatan dan Evakuasi', 'Pemenuhan Kebutuhan Dasar', 'Perlindungan Terhadap Kelompok Rentan', 'Pemulihan Segera Prasarana dan Sarana Vital', 'Rehabilitasi', 'Rekonstruksi', 'Pemantauan', 'Pelaporan', 'Evaluasi', 'Pengerahan Sumber Daya Manusia, Peralatan, dan Logistik', 'Imigrasi, Cukai, dan Karantina', 'Perizinan', 'Pengadaan Barang/Jasa', 'Pengelolaan dan Pertanggungjawaban Uang dan/atau Barang', 'Penyelamatan', 'Komando', 'Perbaikan Lingkungan Daerah Bencana', 'Perbaikan Prasarana dan Sarana Umum', 'Pemberian Bantuan Perbaikan Rumah Masyarakat', 'Pemulihan Sosial Psikologis', 'Pelayanan Kesehatan', 'Rekonsiliasi dan Resolusi Konflik', 'Pemulihan Sosial Ekonomi Budaya', 'Pemulihan Keamanan Dan Ketertiban', 'Pemulihan Fungsi Pemerintahan', 'Pemulihan Fungsi Pelayanan Publik', 'Pembangunan Kembali Prasarana dan Sarana', 'Pembangunan Kembali Sarana Sosial Masyarakat', 'Pembangkitan Kembali Kehidupan Sosial Budaya Masyarakat', 'Penerapan Rancang Bangun', 'Partisipasi dan Peran Serta Lembaga/Organisasi Kemasyarakatan, Dunia Usaha, dan Masyarakat', 'Peningkatan Kondisi Sosial, Ekonomi, dan Budaya', 'Peningkatan Fungsi Pelayanan Publik', 'Peningkatan Pelayanan Utama dalam Masyarakat']"
154-pmk.05-2013,154/PMK.05/2013,Pelaksanaan Piloting Sistem Perbendaharaan dan Anggaran Negara.,2013,154,"['Anggaran Pendapatan dan Belanja Negara', 'Sistem Perbendaharaaan dan Anggaran Negara,', 'Piloting SPAN', 'Kantor Pelayanan Perbendaharaan Negara', 'Daftar Isian Pelaksanaan Anggaran', 'Rencana Kerja Anggaran Kementerian Negara/Lembaga', 'Rencana Dana Pengeluaran BUN', 'Modul Penganggaran', 'Modul Komitmen', 'Modul Pembayaran', 'Modul Penerimaan', 'Modul Kas', 'Modul Akuntansi Dan Pelaporan', 'Satuan Kerja', 'Kuasa Bendahara Umum Negara', 'Pengguna Anggaran', 'Kuasa Pengguna Anggaran', 'Pejabat Pembuat Komitmen', 'Pejabat Penanda Tangan Surat Perintah Membayar', 'Surat Permintaan Pembayaran', 'Surat Perintah Membayar', 'Surat Perintah Pencairan Dana', 'Retur SP2D', 'Surat Permintaan Pembayaran Retur', 'Surat Perintah Membayar Retur', 'Surat Perintah Pencairan Dana Retur', 'Arsip Data Komputer', 'Pinjaman dan/atau Hibah Luar Negeri', 'Konversi', 'Sisa Kredit Anggaran', 'Nomor Pokok Wajib Pajak', 'Supplier', 'Data Supplier', 'Kontrak', 'Data kontrak', 'Kontrak tahun tunggal', 'Kontrak tahun jamak', 'Komitmen tahunan kontrak tahun jamak', 'Bank Indonesia', 'Bank Operasional I Pusat', 'Bank Operasional II', 'Bank Operasional III', 'Badan Layanan Umum', 'Surat Perintah Pengesahan Pendapatan dan Belanja BLU', 'Surat Pengesahan Pendapatan dan Belanja BLU', 'Surat Perintah Pengesahan Hibah Langsung', 'Surat Pengesahan Hibah Langsung', 'Surat Perintah Pengesahan Pengembalian Hibah Langsung', 'Surat Pengesahan Pengembalian Pendapatan Hibah Langsung', 'Persetujuan Memo Pencatatan Hibah Langsung Bentuk Barang/Jasa/Surat Berharga', 'Surat Permintaan Penerbitan Aplikasi Penarikan Dana Pembayaran Langsung/Rekening Khusus/Pembiayaan Pendahuluan,', 'Aplikasi Penarikan Dana Pembayaran Langsung,', 'Aplikasi Penarikan Dana Rekening Khusus', 'Aplikasi Penarikan Dana Pembiayaan Pendahuluan', 'Letter of Credit', 'Surat Pemintaan Penerbitan Surat Kuasa Pembebanan L/C', 'Surat Kuasa Pembebanan L/C', 'Surat Perintah Pembukuan/Pengesahan', 'Surat Perintah Pembukuan Penarikan PHLN', 'Notice of Disbursement atau dokumen yang dipersamakan', 'Executing Agency', 'Rekonsiliasi', 'Surat Perintah Transfer', 'Rekening Kas Umum Negara', 'Nomor Transaksi Penerimaan Negara', 'Modul Penerimaan Negara', 'Unit Akuntansi Pengguna Anggaran', 'Unit Akuntansi Pembantu Pengguna Anggaran Eselon 1', 'Unit Akuntansi Pembantu Pengguna Anggaran Wilayah', 'Unit Akuntansi Kuasa Pengguna Anggaran', 'Dokumen Elektronik', 'Keadaan kahar ( force majeure )', 'Business Continuity Plan', 'Nama Rekening', 'Bagan Akun Standar', 'Akun']","['Satker', 'Kuasa BUN', 'PP-SPM', 'SP2D', 'SPP Retur', 'SPM Retur', 'SP2D Retur', 'PHLN,', 'NPWP', 'BI', 'BO I Pusat', 'BO II', 'BO III', 'SP3B BLU', 'SP2B BLU', 'SP2HL', 'Persetujuan MPHL-BJS', 'APD-Reksus', 'Rekening KUN', 'NTPN', 'UAPPA-E1', 'UAPPA-W', 'UAKPA', 'BAS']","['KETENTUAN UMUM', 'RUANG LINGKUP PELAKSANAAN PILOTING', 'PRINSIP DASAR PELAKSANAAN PILOTING', 'TEMPAT DAN WAKTU PELAKSANAAN PILOTING', 'TATA CARA PELAKSANAAN PILOTING SPAN', 'KEADAAN KAHAR ( FORCE MAJEURE )', 'KETENTUAN PENUTUP', 'Modul Penganggaran', 'Modul Komitmen', 'Modul Pembayaran', 'Modul Penerimaan', 'Modul Kas', 'Modul Akuntansi dan Pelaporan', 'Penganggaran', 'Data RKA-K/L-DIPA dan RDP-BUN-DIPA', 'Pembuatan Komitmen', 'Data Supplier', 'Data Kontrak', 'Jenis Penerimaan Negara Yang Ditatausahakan Pada SPAN', 'Penerimaan Negara Melalui BI', 'Penerimaan Negara Melalui Bank/Pos Persepsi', 'Penerimaan Negara Melalui KPPN', 'Pengaturan Rekening Milik BUN', 'Perencanaan Kas', 'Pemindahbukuan Dana', 'Rekonsiliasi Bank Rekonsiliasi bank meliputi aktivitas pencocokan data transaksi pada SPAN dengan rekening koran yang bersumber dari BI/Bank/Pos. (1) Data transaksi pada SPAN sebagaimana dimaksud pada ayat (1) bersumber dari data transaksi keuangan pada Modul Pembayaran, Modul Penerimaan, dan Modul Kas. (2) Rekening koran sebagaimana dimaksud pada ayat (1) diterima dari', 'a. elektronik untuk BI/Bank/Pos yang memiliki interkoneksi dengan SPAN; dan b. hardcopy untuk Bank/Pos yang tidak memiliki interkoneksi dengan SPAN. (3) Rekening koran sebagaimana dimaksud pada ayat (3) diterima dari BI/Bank/Pos dalam waktu: a. paling lambat satu hari setelah tanggal transaksi untuk rekening koran dalam bentuk elektronik; dan b. paling lambat satu hari kerja setelah tanggal transaksi untuk rekening koran dalam bentuk hardcopy . (4) Rekonsiliasi bank dilakukan secara harian oleh unit pengelola rekening pada Kuasa BUN. (5) Mekanisme rekonsiliasi bank dilakukan secara otomatis atau manual.', 'Pelaporan Manajerial', 'Proses Bisnis', 'Pemutakhiran Data BAS', 'Data Transaksi Keuangan', 'Koreksi Data Transaksi Keuangan', 'Penyesuaian Sisa Pagu', 'Jurnal Penyesuaian', 'Rekonsiliasi Data Transaksi Keuangan', 'Laporan Keuangan']"
perpres-86-tahun-2017,PERPRES 86 TAHUN 2017,Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2017.,2017,86,[],[],[]
pp-24-tahun-2012,PP 24 TAHUN 2012,Perubahan atas Peraturan Pemerintah Nomor 23 Tahun 2010 tentang Pelaksanaan Kegiatan Usaha Pertambangan Mineral dan Batubara.,2012,24,[],[],[]
106-pmk.010-2015,106/PMK.010/2015,"Jenis Barang Kena Pajak yang Tergolong Mewah Selain Kendaraan Bermotor Yang
Dikenai Pajak Penjualan atas Barang Mewah.",2015,106,"['Pemungut pajak sebagaimana dimaksud dalam Pasal 22 Undang- Undang Nomor 7 Tahun 1983 tentang Pajak Penghasilan sebagaimana telah beberapa kali diubah terakhir dengan Undang-Undang Nomor 36 Tahun 2008,', '5 (2) Badan usaha yang bergerak dalam bidang usaha industri baja sebagaimana dimaksud pada ayat (1) huruf f,', 'Izin usaha pertambangan sebagaimana dimaksud pada ayat (1) huruf j']",[],[]
98-pmk.05-2018,98/PMK.05/2018,"Tarif Layanan Badan Layanan Umum Pusat Pengembangan Sumber Daya Manusia Ketenagalistrikan, Energi Baru, Terbarukan dan Konservasi Energi pada Kementerian Energi dan Sumber Daya Mineral",2018,98,"['Tarif layanan Badan Layanan Umum Pusat Pengembangan Sumber Daya Manusia Ketenagalistrikan, Energi Baru, Terbarukan Dan Konservasi Energi pada Kementerian Energi dan Sumber Daya Mineral']",[],[]
perpres-67-tahun-2013,PERPRES 67 TAHUN 2013,Koordinasi Intelijen Negara.,2013,67,"['Badan Intelijen Negara', 'BIN di daerah', 'Koordinasi Intelijen Negara', 'Komite Intelijen Pusat', 'Komite Intelijen Daerah']","['BIN', 'Binda', 'Kominpus', 'Kominda']","['KETENTUAN UMUM', 'KEDUDUKAN, TUGAS, DAN WEWENANG', 'PELAKSANA HARIAN KOORDINASI INTELIJEN NEGARA', 'KEANGGOTAAN KOORDINASI INTELIJEN NEGARA', 'MEKANISME KOORDINASI', 'PENDANAAN', 'KETENTUAN PENUTUP', 'Kedudukan', 'Tugas', 'Wewenang']"
217-pmk.05-2013,217/PMK.05/2013,Perubahan Kedua atas Peraturan Menteri Keuangan Nomor 235/PMK.05/2011 tentang Sistem Akuntansi dan Pelaporan Keuangan Badan Lainnya.,2013,217,"['Anggaran Pendapatan dan Belanja Negara', 'Laporan Keuangan Bendahara Umum Negara', 'Laporan Keuangan Pemerintah Pusat', 'Satuan Kerja', 'Bendahara Umum Negara', 'Unit Badan Lainnya', 'Unit Akuntansi Pembantu Bendahara Umum Negara Pelaporan Keuangan Badan Lainnya', 'Direktorat Jenderal Perbendaharaan yang disingkat DJPBN', 'Direktorat Akuntansi dan Pelaporan Keuangan', 'Ikhtisar Laporan Keuangan']","['Satker', 'UBL adalah unit organisasi yang didirikan dengan tujuan untuk melaksanakan program dan kegiatan tertentu sesuai yang diamanatkan oleh peraturan perundangan-undangan dan/atau mendukung fungsi Kementerian Negara/Lembaga dimana secara hierarkis tidak di bawah dan tidak bertanggung jawab secara langsung kepada Pimpinan Kementerian Negara/Lembaga tertentu. 6A. UBL Satker adalah UBL yang dalam rangka pengelolaan keuangannya ditetapkan sebagai satuan kerja. 6B. UBL Bagian Satker adalah UBL yang dalam rangka pengelolaan keuangannya menjadi bagian dari suatu satuan kerja tertentu dan pelaksanaan kegiatannya untuk mendukung pencapaian output kegiatan satuan kerja dimaksud. 6C. UBL Bukan Satker adalah UBL yang bukan']","['PERNYATAAN TELAH DIREVIU Pasal 14A', 'PELAPORAN KEUANGAN LIKUIDASI UBL Pasal 14B (1) Laporan keuangan likuidasi UBL disusun oleh UBL yang mengalami kondisi sebagai berikut: a. dinyatakan tidak aktif; b. perubahan status UBL Satker menjadi UBL Bagian Satker atau menjadi UBL Bukan Satker; c. perubahan status UBL Bukan Satker menjadi UBL Satker atau menjadi UBL Bagian Satker; d. tidak memenuhi kriteria UBL sebagaimana dimaksud dalam Modul Sistem Akuntansi dan Pelaporan Keuangan Badan Lainnya. (2) Penyusunan laporan keuangan likuidasi UBL sebagaimana dimaksud pada ayat (1) dilaksanakan dengan mengacu pada Peraturan Menteri Keuangan yang mengatur mengenai pelaksanaan likuidasi entitas akuntansi dan entitas pelaporan. 6. Ketentuan Pasal 15 diubah sehingga berbunyi sebagai berikut:']"
100-pmk.03-2011,100/PMK.03/2011,Tata Cara Penghitungan dan Pembayaran Pajak Penghasilan atas Surplus Bank Indonesia.,2011,100,"['Undang-Undang Ketentuan Umum dan Tata Cara Perpajakan', 'Undang-Undang Pajak Penghasilan']","['Undang-Undang KUP', 'Undang- Undang PPh']",[]
33-pmk.02-2019,33/PMK.02/2019,"Perubahan atas Peraturan
Menteri Keuangan Nomor 10/PMK.02/2018 tentang Tata
Cara Penyediaan, Pencairan, dan Pertanggungjawaban Dana Iuran Jaminan Kesehatan Penerima Bantuan Luran",2019,33,[],[],[]
43-pmk.010-2012,43/PMK.010/2012,Uang Muka Pembiayaan Konsumen untuk Kendaraan Bermotor pada Perusahaan Pembiayaan.,2012,43,"['Kendaraan bermotor roda empat yang digunakan untuk tujuan produktif sebagaimana dimaksud pada ayat (1) huruf b memenuhi kriteria paling sedikit sebagai berikut: a.', 'Kendaraan bermotor roda empat yang digunakan untuk tujuan produktif sebagaimana dimaksud pada ayat (1) huruf b memenuhi kriteria paling sedikit sebagai berikut: a.']",[],[]
78-pmk.03-2010,78/PMK.03/2010,Pedoman Penghitungan Pengkreditan Pajak Masukan Bagi Pengusaha Kena Pajak yang Melakukan Penyerahan yang Terutang Pajak dan Penyerahan yang Tidak Terutang Pajak.,2010,78,"['Undang-Undang Pajak Pertambahan Nilai', 'Pengusaha Kena Pajak', 'Barang Kena Pajak', 'Jasa Kena Pajak', 'Pajak Masukan', 'Penyerahan yang Terutang Pajak', 'Penyerahan yang Tidak Terutang Pajak']",[],[]
134-pmk.04-2018,134/PMK.04/2018,Tata Cara Pengajuan Permohonan dan Pemberian Petunjuk Mengenai Cara Penghitunggan Nilai Pabean Berupa Perlakuan Biaya dan/atau Nilai Terhadap Barang yang Akan Diimpor Sebelum Penyerahan Pemberitahuan Pabean (Valuation Advice),2018,134,"['Undang-Undang Kepabeanan', 'Importir', 'Valuation Advice', 'Materi Substansi', 'Direktur Jenderal', 'Direktur', 'Pejabat Bea dan Cukai']",[],"['KETENTUAN UMUM', 'VALUATION ADVICE', 'TATA CARA PENGAJUAN PERMOHONAN VALUATION ADVICE', 'PENELITIAN PERMOHONAN VALUATION ADVICE', 'PENOLAKAN PERMOHONAN VALUATION ADVICE', 'PENERBITAN VALUATION ADVICE', 'PERUBAHAN VALUATION ADVICE', 'PENGGUNAAN VALUATION ADVICE', 'PENCABUTAN VALUATION ADVICE', 'KETENTUAN PENUTUP']"
perpres-14-tahun-2015,PERPRES 14 TAHUN 2015,Kementerian Pendidikan dan Kebudayaan.,2015,14,[],[],"['KEDUDUKAN, TUGAS, DAN FUNGSI', 'ORGANISASI', 'UNIT PELAKSANA TEKNIS', 'TATA KERJA', 'PENDANAAN', 'KETENTUAN LAIN - LAIN', 'KETENTUAN PERALIHAN', 'KETENTUAN PENUTUP', 'Susunan Organisasi', 'Sekretariat Jenderal', 'Direktorat Jenderal Guru dan Tenaga Kependidikan', 'Direktorat Jenderal Pendidikan Anak Usia Dini dan Pendidikan Masyarakat', 'Direktorat Jenderal Pendidikan Dasar dan Menengah', 'Direktorat Jenderal Kebudayaan', 'Inspektorat Jenderal', 'Badan Pengembangan dan Pembinaan Bahasa', 'Badan Penelitian dan Pengembangan', 'Staf Ahli', 'Jabatan Fungsional']"
3-pmk.05-2020,3/PMK.05/2020,Tarif Layanan Badan Layanan Umum Sekolah Tinggi Ilmu Pelayaran pada Kementerian Perhubungan,2020,3,['Tarif layanan Badan Layanan Umum Sekolah Tinggi Ilmu Pelayaran pada Kementerian Perhubungan'],[],[]
40-pmk.04-2016,40/PMK.04/2016,Pembayaran Dan/ atau Penyetoran Penerimaan Negara dalam Rangka Kepabeanan dan Cukai Secara Elektronik.,2016,40,"['Undang-Undang Kepabeanan', 'Penerimaan Negara Dalam Rangka Kepabeanan Dan Cukai', 'Wajib Bayar', 'Wajib Setor', 'Bendahara Penerimaan', 'Bank Persepsi dan Pos Persepsi', 'Pembayaran', 'Penyetoran', 'Kas Negara', 'Sistem Penerimaan Negara', 'Kode Billing', 'Nomor Transaksi Pos', 'Nomor Transaksi Bank', 'Bukti Penerimaan Negara', 'Nomor Transaksi Penerimaan Negara', 'Kantor Bea dan Cukai', 'Pejabat Bea dan Cukai']","['Penerimaan Negara', 'Bank/Pos Persepsi']",[]
209-pmk.02-2013,209/PMK.02/2013,"Tata Cara Penyediaan, Pencairan, dan Pertanggungjawaban Dana Subsidi Pupuk.",2013,209,[],[],[]
